study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB32631	ERP115334	SAMEA5618644	ERS3422732	ERX3429211	ERR3405559	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405559/ERR3405559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405559/ERR3405559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405559/22178_7#19.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405559/22178_7#19.bam.bai		
PRJEB32631	ERP115334	SAMEA5618645	ERS3422733	ERX3429212	ERR3405560	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405560/ERR3405560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405560/ERR3405560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405560/22178_7#20.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405560/22178_7#20.bam.bai		
PRJEB32631	ERP115334	SAMEA5618654	ERS3422742	ERX3429213	ERR3405561	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405561/ERR3405561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405561/ERR3405561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405561/22178_7#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405561/22178_7#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5618656	ERS3422744	ERX3429215	ERR3405563	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405563/ERR3405563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405563/ERR3405563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405563/22178_7#23.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405563/22178_7#23.bam.bai		
PRJEB32631	ERP115334	SAMEA5617947	ERS3422035	ERX3429218	ERR3405566	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405566/ERR3405566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405566/ERR3405566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405566/22607_2#2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405566/22607_2#2.bam.bai		
PRJEB32631	ERP115334	SAMEA5617944	ERS3422032	ERX3429219	ERR3405567	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405567/ERR3405567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405567/ERR3405567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405567/22607_2#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405567/22607_2#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5617948	ERS3422036	ERX3429222	ERR3405570	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405570/ERR3405570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405570/ERR3405570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405570/22607_2#6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405570/22607_2#6.bam.bai		
PRJEB32631	ERP115334	SAMEA5617949	ERS3422037	ERX3429225	ERR3405573	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405573/ERR3405573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405573/ERR3405573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405573/22607_2#9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405573/22607_2#9.bam.bai		
PRJEB32631	ERP115334	SAMEA5617943	ERS3422031	ERX3429227	ERR3405575	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405575/ERR3405575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405575/ERR3405575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405575/22607_2#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405575/22607_2#11.bam.bai		
PRJEB32631	ERP115334	SAMEA5617980	ERS3422068	ERX3429228	ERR3405576	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405576/ERR3405576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405576/ERR3405576_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405576/22607_2#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405576/22607_2#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5618109	ERS3422197	ERX3429231	ERR3405579	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405579/ERR3405579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405579/ERR3405579_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405579/22607_2#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405579/22607_2#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5618076	ERS3422164	ERX3429238	ERR3405586	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405586/ERR3405586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405586/ERR3405586_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405586/22607_2#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405586/22607_2#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5618164	ERS3422252	ERX3429239	ERR3405587	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405587/ERR3405587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405587/ERR3405587_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405587/22607_2#23.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405587/22607_2#23.bam.bai		
PRJEB32631	ERP115334	SAMEA5618151	ERS3422239	ERX3429241	ERR3405589	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405589/ERR3405589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405589/ERR3405589_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405589/22607_3#1.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405589/22607_3#1.bam.bai		
PRJEB32631	ERP115334	SAMEA5618099	ERS3422187	ERX3429242	ERR3405590	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405590/ERR3405590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405590/ERR3405590_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405590/22607_3#2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405590/22607_3#2.bam.bai		
PRJEB32631	ERP115334	SAMEA5618083	ERS3422171	ERX3429245	ERR3405593	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405593/ERR3405593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405593/ERR3405593_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405593/22607_3#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405593/22607_3#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5618140	ERS3422228	ERX3429251	ERR3405599	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405599/ERR3405599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405599/ERR3405599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405599/22607_3#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405599/22607_3#11.bam.bai		
PRJEB32631	ERP115334	SAMEA5618115	ERS3422203	ERX3429254	ERR3405602	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405602/ERR3405602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405602/ERR3405602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405602/22607_3#14.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405602/22607_3#14.bam.bai		
PRJEB32631	ERP115334	SAMEA5618107	ERS3422195	ERX3429255	ERR3405603	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405603/ERR3405603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405603/ERR3405603_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405603/22607_3#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405603/22607_3#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5618077	ERS3422165	ERX3429257	ERR3405605	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405605/ERR3405605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405605/ERR3405605_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405605/22607_3#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405605/22607_3#17.bam.bai		
PRJEB32631	ERP115334	SAMEA5618082	ERS3422170	ERX3429258	ERR3405606	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405606/ERR3405606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405606/ERR3405606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405606/22607_3#18.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405606/22607_3#18.bam.bai		
PRJEB32631	ERP115334	SAMEA5618121	ERS3422209	ERX3429259	ERR3405607	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405607/ERR3405607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405607/ERR3405607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405607/22607_3#19.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405607/22607_3#19.bam.bai		
PRJEB32631	ERP115334	SAMEA5618152	ERS3422240	ERX3429260	ERR3405608	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405608/ERR3405608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405608/ERR3405608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405608/22607_3#20.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405608/22607_3#20.bam.bai		
PRJEB32631	ERP115334	SAMEA5618100	ERS3422188	ERX3429262	ERR3405610	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405610/ERR3405610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405610/ERR3405610_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405610/22607_3#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405610/22607_3#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5618093	ERS3422181	ERX3429263	ERR3405611	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405611/ERR3405611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405611/ERR3405611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405611/22607_3#23.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405611/22607_3#23.bam.bai		
PRJEB32631	ERP115334	SAMEA5616793	ERS3420975	ERX3429269	ERR3405617	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405617/ERR3405617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405617/ERR3405617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405617/23164_6#6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405617/23164_6#6.bam.bai		
PRJEB32631	ERP115334	SAMEA5618525	ERS3422613	ERX3429274	ERR3405622	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405622/ERR3405622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405622/ERR3405622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405622/23164_6#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405622/23164_6#11.bam.bai		
PRJEB32631	ERP115334	SAMEA5618505	ERS3422593	ERX3429276	ERR3405624	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405624/ERR3405624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405624/ERR3405624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405624/23164_6#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405624/23164_6#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5618658	ERS3422746	ERX3429277	ERR3405625	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405625/ERR3405625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405625/ERR3405625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405625/23164_6#14.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405625/23164_6#14.bam.bai		
PRJEB32631	ERP115334	SAMEA5618208	ERS3422296	ERX3429282	ERR3405630	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405630/ERR3405630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405630/ERR3405630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405630/23164_6#19.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405630/23164_6#19.bam.bai		
PRJEB32631	ERP115334	SAMEA5618204	ERS3422292	ERX3429284	ERR3405632	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405632/ERR3405632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405632/ERR3405632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405632/23164_7#2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405632/23164_7#2.bam.bai		
PRJEB32631	ERP115334	SAMEA5618124	ERS3422212	ERX3429285	ERR3405633	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405633/ERR3405633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405633/ERR3405633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405633/23164_7#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405633/23164_7#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5618126	ERS3422214	ERX3429288	ERR3405636	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405636/ERR3405636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405636/ERR3405636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405636/23164_7#6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405636/23164_7#6.bam.bai		
PRJEB32631	ERP115334	SAMEA5618200	ERS3422288	ERX3429290	ERR3405638	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405638/ERR3405638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405638/ERR3405638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405638/23164_7#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405638/23164_7#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5618411	ERS3422499	ERX3429298	ERR3405646	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405646/ERR3405646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405646/ERR3405646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405646/23164_7#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405646/23164_7#17.bam.bai		
PRJEB32631	ERP115334	SAMEA5618501	ERS3422589	ERX3429299	ERR3405647	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405647/ERR3405647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405647/ERR3405647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405647/23164_7#18.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405647/23164_7#18.bam.bai		
PRJEB32631	ERP115334	SAMEA5618248	ERS3422336	ERX3429302	ERR3405650	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405650/ERR3405650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405650/ERR3405650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405650/23164_7#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405650/23164_7#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5617835	ERS3421924	ERX3429303	ERR3405651	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405651/ERR3405651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405651/ERR3405651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405651/23430_6#1.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405651/23430_6#1.bam.bai		
PRJEB32631	ERP115334	SAMEA5618660	ERS3422748	ERX3429310	ERR3405658	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405658/ERR3405658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405658/ERR3405658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405658/23430_6#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405658/23430_6#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5618647	ERS3422735	ERX3429312	ERR3405660	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405660/ERR3405660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405660/ERR3405660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405660/23430_6#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405660/23430_6#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5618674	ERS3422761	ERX3429316	ERR3405664	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405664/ERR3405664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405664/ERR3405664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405664/23430_6#14.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405664/23430_6#14.bam.bai		
PRJEB32631	ERP115334	SAMEA5618675	ERS3422762	ERX3429317	ERR3405665	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405665/ERR3405665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405665/ERR3405665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405665/23430_6#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405665/23430_6#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5618679	ERS3422766	ERX3429322	ERR3405670	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405670/ERR3405670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405670/ERR3405670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405670/23430_6#20.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405670/23430_6#20.bam.bai		
PRJEB32631	ERP115334	SAMEA5618130	ERS3422218	ERX3429324	ERR3405672	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405672/ERR3405672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405672/ERR3405672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405672/23430_6#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405672/23430_6#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5618648	ERS3422736	ERX3429329	ERR3405677	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405677/ERR3405677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405677/ERR3405677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405677/23430_8#4.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405677/23430_8#4.bam.bai		
PRJEB32631	ERP115334	SAMEA5618680	ERS3422767	ERX3429330	ERR3405678	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405678/ERR3405678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405678/ERR3405678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405678/23430_8#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405678/23430_8#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5618694	ERS3422781	ERX3429333	ERR3405681	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405681/ERR3405681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405681/ERR3405681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405681/23430_8#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405681/23430_8#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5618698	ERS3422785	ERX3429334	ERR3405682	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405682/ERR3405682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405682/ERR3405682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405682/23430_8#9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405682/23430_8#9.bam.bai		
PRJEB32631	ERP115334	SAMEA5618711	ERS3422798	ERX3429335	ERR3405683	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405683/ERR3405683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405683/ERR3405683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405683/23430_8#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405683/23430_8#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5618719	ERS3422806	ERX3429338	ERR3405686	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405686/ERR3405686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405686/ERR3405686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405686/23430_8#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405686/23430_8#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5618741	ERS3422828	ERX3429343	ERR3405691	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405691/ERR3405691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405691/ERR3405691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405691/23430_8#18.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405691/23430_8#18.bam.bai		
PRJEB32631	ERP115334	SAMEA5616983	ERS3421165	ERX3429346	ERR3405694	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405694/ERR3405694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405694/ERR3405694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405694/23430_8#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405694/23430_8#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5618744	ERS3422831	ERX3429349	ERR3405697	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405697/ERR3405697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405697/ERR3405697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405697/23430_8#24.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405697/23430_8#24.bam.bai		
