"","asv","homd"
"10666","ASV10660","Arachnia propionica"
"10667","ASV10661","Oribacterium sinus"
"10668","ASV10662","Bergeyella sp. HMT 322"
"10669","ASV10663","Neisseria flava"
"10670","ASV10664","Bacteroides heparinolyticus"
"10671","ASV10665","Lachnoanaerobaculum saburreum"
"10672","ASV10666","Prevotella saccharolytica"
"10673","ASV10667","Arachnia propionica"
"10674","ASV10668","Prevotella sp. HMT 317"
"10675","ASV10669","Leptotrichia sp. HMT 225"
"10676","ASV10670","Capnocytophaga sp. HMT 335"
"10677","ASV10671","Leptotrichia sp. HMT 909"
"10678","ASV10672","Cardiobacterium hominis"
"10679","ASV10673","Prevotella oulorum"
"10680","ASV10674","Rothia dentocariosa"
"10681","ASV10675","Rothia dentocariosa"
"10682","ASV10676","Stenotrophomonas nitritireducens"
"10683","ASV10677","Fusobacterium nucleatum subsp. animalis"
"10684","ASV10678","Bacteroidales [G-2] bacterium HMT 274"
"10685","ASV10679","Fusobacterium nucleatum subsp. vincentii"
"10686","ASV10680","Leptotrichia sp. HMT 212"
"10687","ASV10681","Bergeyella sp. HMT 206"
"10688","ASV10682","Mogibacterium vescum"
"10689","ASV10683","Megasphaera micronuciformis"
"10690","ASV10684","Prevotella nigrescens"
"10691","ASV10685","Mesorhizobium loti"
"10692","ASV10686","Parvimonas sp. HMT 110"
"10693","ASV10687","Peptostreptococcaceae [XI][G-7] [Eubacterium] yurii subsp. schtitka"
"10694","ASV10688","Lachnoanaerobaculum saburreum"
"10695","ASV10689","Capnocytophaga sputigena"
"10696","ASV10690","Capnocytophaga sp. HMT 332"
"10697","ASV10691","Cardiobacterium hominis"
"10698","ASV10692","Aggregatibacter paraphrophilus"
"10699","ASV10693","Ruminococcaceae [G-2] bacterium HMT 085"
"10700","ASV10694","Neisseria flava"
"10701","ASV10695","Abiotrophia defectiva"
"10702","ASV10696","Fusobacterium nucleatum subsp. animalis"
"10703","ASV10697","Tannerella sp. HMT 808"
"10704","ASV10698","Fusobacterium nucleatum subsp. animalis"
"10705","ASV10699","Fusobacterium hwasookii"
"10706","ASV10700","Veillonella parvula"
"10707","ASV10701","Bacteroidetes [G-5] bacterium HMT 511"
"10708","ASV10702","Treponema vincentii"
"10709","ASV10703","Alloprevotella sp. HMT 912"
"10710","ASV10704","Bergeyella sp. HMT 322"
"10711","ASV10705","Cardiobacterium valvarum"
"10712","ASV10706","Capnocytophaga leadbetteri"
"10713","ASV10707","Oribacterium sp. HMT 078"
"10714","ASV10708","Prevotella sp. HMT 306"
"10715","ASV10709","Porphyromonas catoniae"
"10716","ASV10710","Prevotella saccharolytica"
"10717","ASV10711","Leptotrichia buccalis"
"10718","ASV10712","Desulfobulbus sp. HMT 041"
"10719","ASV10713","Neisseria flava"
"10720","ASV10714","Neisseria flava"
"10721","ASV10715","Veillonella denticariosi"
"10722","ASV10716","Peptidiphaga sp. HMT 183"
"10723","ASV10717","Lachnoanaerobaculum saburreum"
"10724","ASV10718","Cardiobacterium valvarum"
"10725","ASV10719","Streptococcus sp. HMT 056"
"10726","ASV10720","Arachnia propionica"
"10727","ASV10721","Alloprevotella sp. HMT 308"
"10728","ASV10722","Lachnoanaerobaculum saburreum"
"10729","ASV10723","Veillonella sp. HMT 780"
"10730","ASV10724","Sphingomonas echinoides"
"10731","ASV10725","Granulicatella elegans"
"10732","ASV10726","Acinetobacter lwoffii"
"10733","ASV10727","Ruminococcaceae [G-2] bacterium HMT 085"
"10734","ASV10728","Catonella morbi"
"10735","ASV10729","Fusobacterium nucleatum subsp. vincentii"
"10736","ASV10730","Peptococcus sp. HMT 168"
"10737","ASV10731","Prevotella sp. HMT 317"
"10738","ASV10732","Porphyromonas endodontalis"
"10739","ASV10733","Butyrivibrio sp. HMT 080"
"10740","ASV10734","Alloprevotella rava"
"10741","ASV10735","Oribacterium sinus"
"10742","ASV10736","Porphyromonas sp. HMT 930"
"10743","ASV10737","Neisseria flava"
"10744","ASV10738","Prevotella sp. HMT 292"
"10745","ASV10739","Ruminococcaceae [G-1] bacterium HMT 075"
"10746","ASV10740","Rothia aeria"
"10747","ASV10741","Leptotrichia buccalis"
"10748","ASV10742","Lachnoanaerobaculum saburreum"
"10749","ASV10743","Capnocytophaga ochracea"
"10750","ASV10744","Porphyromonas sp. HMT 278"
"10751","ASV10745","Ottowia sp. HMT 894"
"10752","ASV10746","Centipeda periodontii"
"10753","ASV10747","Lachnospiraceae [G-3] bacterium HMT 100"
"10754","ASV10748","Granulicatella elegans"
"10755","ASV10749","Prevotella sp. HMT 301"
"10756","ASV10750","Gemella sanguinis"
"10757","ASV10751","Corynebacterium matruchotii"
"10758","ASV10752","Veillonella dispar"
"10759","ASV10753","Selenomonas sp. HMT 478"
"10760","ASV10754","Ruminococcaceae [G-1] bacterium HMT 075"
"10761","ASV10755","Lachnospiraceae [G-3] bacterium HMT 100"
"10762","ASV10756","Prevotella nigrescens"
"10763","ASV10757","Aggregatibacter sp. HMT 513"
"10764","ASV10758","Actinomyces massiliensis"
"10765","ASV10759","Desulfovibrio fairfieldensis"
"10766","ASV10760","Catonella morbi"
"10767","ASV10761","Gemella sanguinis"
"10768","ASV10762","Mitsuokella sp. HMT 521"
"10769","ASV10763","Peptidiphaga sp. HMT 183"
"10770","ASV10764","Peptidiphaga sp. HMT 183"
"10771","ASV10765","Veillonella parvula"
"10772","ASV10766","Stomatobaculum longum"
"10773","ASV10767","Alloprevotella sp. HMT 473"
"10774","ASV10768","Prevotella maculosa"
"10775","ASV10769","Prevotella dentalis"
"10776","ASV10770","Peptostreptococcaceae [XI][G-7] [Eubacterium] yurii subsp. schtitka"
"10777","ASV10771","Peptidiphaga sp. HMT 183"
"10778","ASV10772","Campylobacter gracilis"
"10779","ASV10773","Leptotrichia sp. HMT 223"
"10780","ASV10774","Lachnoanaerobaculum saburreum"
"10781","ASV10775","Veillonella sp. HMT 780"
"10782","ASV10776","Olsenella profusa"
"10783","ASV10777","Prevotella nanceiensis"
"10784","ASV10778","Bosea vestrisii"
"10785","ASV10779","Capnocytophaga sp. HMT 326"
"10786","ASV10780","Bergeyella sp. HMT 422"
"10787","ASV10781","Granulicatella adiacens"
"10788","ASV10782","Erysipelotrichaceae [G-1] bacterium HMT 905"
"10789","ASV10783","Lachnoanaerobaculum umeaense"
"10790","ASV10784","Erysipelotrichaceae [G-1] bacterium HMT 905"
"10791","ASV10785","Shuttleworthia satelles"
"10792","ASV10786","Pseudomonas aeruginosa"
"10793","ASV10787","Veillonella rogosae"
"10794","ASV10788","Mitsuokella multacida"
"10795","ASV10789","Gracilibacteria (GN02) [G-1] bacterium HMT 872"
"10796","ASV10790","Bergeyella sp. HMT 322"
"10797","ASV10791","Atopobium parvulum"
"10798","ASV10792","Prevotella sp. HMT 304"
"10799","ASV10793","Lactobacillus salivarius"
"10800","ASV10794","Treponema sp. HMT 257"
"10801","ASV10795","Ottowia sp. HMT 894"
"10802","ASV10796","Lachnoanaerobaculum umeaense"
"10803","ASV10797","Leptotrichia sp. HMT 212"
"10804","ASV10798","Brevibacterium paucivorans"
"10805","ASV10799","Veillonella rogosae"
"10806","ASV10800","Stenotrophomonas maltophilia"
"10807","ASV10801","Alloprevotella sp. HMT 912"
"10808","ASV10802","Clostridiales [F-1][G-2] bacterium HMT 402"
"10809","ASV10803","Megasphaera sp. HMT 841"
"10810","ASV10804","Fastidiosipila sanguinis"
"10811","ASV10805","Butyrivibrio sp. HMT 090"
"10812","ASV10806","Mesorhizobium loti"
"10813","ASV10807","Prevotella loescheii"
"10814","ASV10808","Prevotella sp. HMT 292"
"10815","ASV10809","Selenomonas sputigena"
"10816","ASV10810","Gemella sanguinis"
"10817","ASV10811","Butyrivibrio sp. HMT 080"
"10818","ASV10812","Saccharibacteria (TM7) [G-1] bacterium HMT 346"
"10819","ASV10813","Enterococcus italicus"
"10820","ASV10814","Prevotella oris"
"10821","ASV10815","Filifactor alocis"
"10822","ASV10816","Capnocytophaga gingivalis"
"10823","ASV10817","Leptotrichia sp. HMT 225"
"10824","ASV10818","Campylobacter concisus"
"10825","ASV10819","Alloprevotella sp. HMT 914"
"10826","ASV10820","Haemophilus parainfluenzae"
"10827","ASV10821","Selenomonas artemidis"
"10828","ASV10822","Veillonella parvula"
"10829","ASV10823","Bergeyella sp. HMT 931"
"10830","ASV10824","Granulicatella elegans"
"10831","ASV10825","Prevotella sp. HMT 472"
"10832","ASV10826","Catonella morbi"
"10833","ASV10827","Selenomonas sp. HMT 478"
"10834","ASV10828","Saccharibacteria (TM7) [G-1] bacterium HMT 488"
"10835","ASV10829","Peptidiphaga sp. HMT 183"
"10836","ASV10830","Selenomonas sp. HMT 478"
"10837","ASV10831","Kingella sp. HMT 012"
"10838","ASV10832","Porphyromonas sp. HMT 930"
"10839","ASV10833","Lachnospiraceae [G-2] bacterium HMT 096"
"10840","ASV10834","Peptococcus sp. HMT 168"
"10841","ASV10835","Ruminococcaceae [G-2] bacterium HMT 085"
"10842","ASV10836","Leptotrichia sp. HMT 221"
"10843","ASV10837","Capnocytophaga sp. HMT 903"
"10844","ASV10838","Streptococcus mutans"
"10845","ASV10839","Bacteroidales [G-2] bacterium HMT 274"
"10846","ASV10840","Bergeyella sp. HMT 900"
"10847","ASV10841","Leptotrichia sp. HMT 463"
"10848","ASV10842","Mesorhizobium loti"
"10849","ASV10843","Bacteroidetes [G-5] bacterium HMT 511"
"10850","ASV10844","Treponema sp. HMT 951"
"10851","ASV10845","Streptococcus sp. HMT 056"
"10852","ASV10846","Parvimonas micra"
"10853","ASV10847","Arachnia propionica"
"10854","ASV10848","Prevotella sp. HMT 305"
"10855","ASV10849","Dialister invisus"
"10856","ASV10850","Paenibacillus phoenicis"
"10857","ASV10851","Schaalia sp. HMT 877"
"10858","ASV10852","Selenomonas sputigena"
"10859","ASV10853","Alloprevotella sp. HMT 914"
"10860","ASV10854","Peptococcus sp. HMT 168"
"10861","ASV10855","Streptococcus constellatus"
"10862","ASV10856","Capnocytophaga leadbetteri"
"10863","ASV10857","Lachnospiraceae [G-3] bacterium HMT 100"
"10864","ASV10858","Neisseria flava"
"10865","ASV10859","Klebsiella pneumoniae"
"10866","ASV10860","Catonella morbi"
"10867","ASV10861","Lautropia mirabilis"
"10868","ASV10862","Leptotrichia sp. HMT 212"
"10869","ASV10863","Corynebacterium durum"
"10870","ASV10864","Actinomyces naeslundii"
"10871","ASV10865","Porphyromonas sp. HMT 930"
"10872","ASV10866","Granulicatella elegans"
"10873","ASV10867","Selenomonas sp. HMT 478"
"10874","ASV10868","Treponema sp. HMT 231"
"10875","ASV10869","Haemophilus parainfluenzae"
"10876","ASV10870","Ruminococcaceae [G-1] bacterium HMT 075"
"10877","ASV10871","Streptococcus sp. HMT 074"
"10878","ASV10872","Selenomonas artemidis"
"10879","ASV10873","Selenomonas artemidis"
"10880","ASV10874","Prevotella salivae"
"10881","ASV10875","Neisseria flava"
"10882","ASV10876","Selenomonas sputigena"
"10883","ASV10877","Leptotrichia hongkongensis"
"10884","ASV10878","Prevotella sp. HMT 317"
"10885","ASV10879","Selenomonas sputigena"
"10886","ASV10880","Leptotrichia sp. HMT 879"
"10887","ASV10881","Stomatobaculum sp. HMT 097"
"10888","ASV10882","Schaalia lingnae [Not Validly Published]"
"10889","ASV10883","Dialister invisus"
"10890","ASV10884","Neisseria cinerea"
"10891","ASV10885","Streptococcus sanguinis"
"10892","ASV10886","Fusobacterium nucleatum subsp. vincentii"
"10893","ASV10887","Veillonella dispar"
"10894","ASV10888","Neisseria flava"
"10895","ASV10889","Filifactor alocis"
"10896","ASV10890","Rhodocyclus sp. HMT 028"
"10897","ASV10891","Selenomonas noxia"
"10898","ASV10892","Clostridiales [F-1][G-2] bacterium HMT 402"
"10899","ASV10893","Bifidobacterium longum"
"10900","ASV10894","Desulfovibrio fairfieldensis"
"10901","ASV10895","Stomatobaculum longum"
"10902","ASV10896","Fusobacterium nucleatum subsp. vincentii"
"10903","ASV10897","Dialister invisus"
"10904","ASV10898","Haemophilus parainfluenzae"
"10905","ASV10899","Kingella oralis"
"10906","ASV10900","Prevotella maculosa"
"10907","ASV10901","Bergeyella sp. HMT 322"
"10908","ASV10902","Streptococcus mutans"
"10909","ASV10903","Kingella oralis"
"10910","ASV10904","Catonella morbi"
"10911","ASV10905","Leptotrichia hongkongensis"
"10912","ASV10906","Streptococcus sanguinis"
"10913","ASV10907","Alloprevotella sp. HMT 912"
"10914","ASV10908","Lachnospiraceae [G-2] bacterium HMT 096"
"10915","ASV10909","Megasphaera micronuciformis"
"10916","ASV10910","Granulicatella elegans"
"10917","ASV10911","Alloprevotella sp. HMT 473"
"10918","ASV10912","Erythromicrobium ramosum"
"10919","ASV10913","Lachnoanaerobaculum umeaense"
"10920","ASV10914","Rothia dentocariosa"
"10921","ASV10915","Bergeyella sp. HMT 206"
"10922","ASV10916","Neisseria cinerea"
"10923","ASV10917","Treponema sp. HMT 269"
"10924","ASV10918","Fusobacterium nucleatum subsp. vincentii"
"10925","ASV10919","Alloprevotella tannerae"
"10926","ASV10920","Selenomonas sputigena"
"10927","ASV10921","Lachnoanaerobaculum orale"
"10928","ASV10922","Aggregatibacter paraphrophilus"
"10929","ASV10923","Veillonella rogosae"
"10930","ASV10924","Parvimonas micra"
"10931","ASV10925","Peptostreptococcaceae [XI][G-7] bacterium HMT 081"
"10932","ASV10926","Streptococcus parasanguinis clade 411"
"10933","ASV10927","Streptococcus sp. HMT 074"
"10934","ASV10928","Oribacterium sp. HMT 078"
"10935","ASV10929","Pseudomonas fluorescens"
"10936","ASV10930","Cardiobacterium valvarum"
"10937","ASV10931","Fusobacterium nucleatum subsp. vincentii"
"10938","ASV10932","Leptotrichia sp. HMT 212"
"10939","ASV10933","Oribacterium sp. HMT 078"
"10940","ASV10934","Campylobacter gracilis"
"10941","ASV10935","Saccharibacteria (TM7) [G-1] bacterium HMT 348"
"10942","ASV10936","Leptotrichia wadei"
"10943","ASV10937","Alloprevotella tannerae"
"10944","ASV10938","Cardiobacterium valvarum"
"10945","ASV10939","Rothia aeria"
"10946","ASV10940","Cardiobacterium valvarum"
"10947","ASV10941","Streptococcus sanguinis"
"10948","ASV10942","Capnocytophaga sp. HMT 323"
"10949","ASV10943","Peptostreptococcus stomatis"
"10950","ASV10944","Streptococcus sp. HMT 074"
"10951","ASV10945","Leptotrichia hofstadii"
"10952","ASV10946","Rothia dentocariosa"
"10953","ASV10947","Streptococcus oralis subsp. dentisani clade 058"
"10954","ASV10948","Actinomyces graevenitzii"
"10955","ASV10949","Rhodobacter capsulatus"
"10956","ASV10950","Peptostreptococcaceae [XI][G-7] [Eubacterium] yurii subsp. schtitka"
"10957","ASV10951","Kingella sp. HMT 459"
"10958","ASV10952","Veillonella denticariosi"
"10959","ASV10953","Saccharibacteria (TM7) [G-1] bacterium HMT 346"
"10960","ASV10954","Aggregatibacter sp. HMT 512"
"10961","ASV10955","Streptococcus mutans"
"10962","ASV10956","Selenomonas noxia"
"10963","ASV10957","Stomatobaculum longum"
"10964","ASV10958","Selenomonas sp. HMT 134"
"10965","ASV10959","Prevotella histicola"
"10966","ASV10960","Lachnospiraceae [G-3] bacterium HMT 100"
"10967","ASV10961","Veillonella dispar"
"10968","ASV10962","Cardiobacterium hominis"
"10969","ASV10963","Ruminococcaceae [G-2] bacterium HMT 085"
"10970","ASV10964","Leptotrichia sp. HMT 417"
"10971","ASV10965","Alloprevotella sp. HMT 914"
"10972","ASV10966","Streptococcus sanguinis"
"10973","ASV10967","Bifidobacterium scardovii"
"10974","ASV10968","Prevotella saccharolytica"
"10975","ASV10969","Leptotrichia hofstadii"
"10976","ASV10970","Veillonella sp. HMT 780"
"10977","ASV10971","Saccharibacteria (TM7) [G-1] bacterium HMT 952"
"10978","ASV10972","Parvimonas micra"
"10979","ASV10973","Prevotella marshii"
"10980","ASV10974","Rothia dentocariosa"
"10981","ASV10975","Lachnospiraceae [G-2] bacterium HMT 088"
"10982","ASV10976","Arachnia propionica"
"10983","ASV10977","Selenomonas sp. HMT 138"
"10984","ASV10978","Streptococcus intermedius"
"10985","ASV10979","Aggregatibacter paraphrophilus"
"10986","ASV10980","Lachnoanaerobaculum saburreum"
"10987","ASV10981","Rothia dentocariosa"
"10988","ASV10982","Haemophilus parainfluenzae"
"10989","ASV10983","Selenomonas sp. HMT 138"
"10990","ASV10984","Pseudomonas pseudoalcaligenes"
"10991","ASV10985","Escherichia coli"
"10992","ASV10986","Fusobacterium periodonticum"
"10993","ASV10987","Lachnospiraceae [G-3] bacterium HMT 100"
"10994","ASV10988","Prevotella nigrescens"
"10995","ASV10989","Capnocytophaga haemolytica"
"10996","ASV10990","Tannerella sp. HMT 808"
"10997","ASV10991","Bulleidia extructa"
"10998","ASV10992","Oribacterium parvum"
"10999","ASV10993","Sphingomonas echinoides"
"11000","ASV10994","Lachnoanaerobaculum saburreum"
"11001","ASV10995","Rothia aeria"
"11002","ASV10996","Porphyromonas sp. HMT 278"
"11003","ASV10997","Prevotella sp. HMT 317"
"11004","ASV10998","Tannerella forsythia"
"11005","ASV10999","Leptotrichia sp. HMT 392"
"11006","ASV11000","Dialister micraerophilus"
"11007","ASV11001","Porphyromonas endodontalis"
"11008","ASV11002","Klebsiella pneumoniae"
"11009","ASV11003","Delftia acidovorans"
"11010","ASV11004","Abiotrophia defectiva"
"11011","ASV11005","Prevotella nanceiensis"
"11012","ASV11006","Prevotella oulorum"
"11013","ASV11007","Peptostreptococcaceae [XI][G-7] bacterium HMT 081"
"11014","ASV11008","Leptotrichia sp. HMT 215"
"11015","ASV11009","Leptotrichia sp. HMT 417"
"11016","ASV11010","Prevotella sp. HMT 942"
"11017","ASV11011","Dialister pneumosintes"
"11018","ASV11012","Peptostreptococcaceae [XI][G-7] [Eubacterium] yurii subsp. schtitka"
"11019","ASV11013","Bifidobacterium dentium"
"11020","ASV11014","Bulleidia extructa"
"11021","ASV11015","Streptococcus sinensis"
"11022","ASV11016","Prevotella nanceiensis"
"11023","ASV11017","Micrococcus luteus"
"11024","ASV11018","Capnocytophaga sp. HMT 335"
"11025","ASV11019","Aggregatibacter paraphrophilus"
"11026","ASV11020","Granulicatella adiacens"
"11027","ASV11021","Bacteroides pyogenes"
"11028","ASV11022","Gemella sanguinis"
"11029","ASV11023","Streptococcus mutans"
"11030","ASV11024","Veillonella sp. HMT 780"
"11031","ASV11025","Bacteroides heparinolyticus"
"11032","ASV11026","Streptococcus oralis subsp. dentisani clade 058"
"11033","ASV11027","Prevotella nanceiensis"
"11034","ASV11028","Peptostreptococcaceae [XI][G-9] [Eubacterium] brachy"
"11035","ASV11029","Bergeyella sp. HMT 206"
"11036","ASV11030","Dialister pneumosintes"
"11037","ASV11031","Brevundimonas diminuta"
"11038","ASV11032","Anaerococcus prevotii"
"11039","ASV11033","Absconditabacteria (SR1) [G-1] bacterium HMT 874"
"11040","ASV11034","Prevotella pallens"
"11041","ASV11035","Porphyromonas sp. HMT 278"
"11042","ASV11036","Gracilibacteria (GN02) [G-1] bacterium HMT 872"
"11043","ASV11037","Veillonella dispar"
"11044","ASV11038","Bacteroidetes [G-3] bacterium HMT 365"
"11045","ASV11039","Lachnospiraceae [G-8] bacterium HMT 500"
"11046","ASV11040","Granulicatella adiacens"
"11047","ASV11041","Absconditabacteria (SR1) [G-1] bacterium HMT 875"
"11048","ASV11042","Bacillus anthracis"
"11049","ASV11043","Afipia broomeae"
"11050","ASV11044","Streptococcus sanguinis"
"11051","ASV11045","Veillonella dispar"
"11052","ASV11046","Veillonella dispar"
"11053","ASV11047","Peptostreptococcaceae [XI][G-7] [Eubacterium] yurii subsp. schtitka"
"11054","ASV11048","Peptoniphilus lacrimalis"
"11055","ASV11049","Veillonellaceae [G-1] bacterium HMT 150"
"11056","ASV11050","Treponema sp. HMT 246"
"11057","ASV11051","Treponema socranskii"
"11058","ASV11052","Oribacterium sinus"
"11059","ASV11053","Veillonella parvula"
"11060","ASV11054","Prevotella marshii"
"11061","ASV11055","Alloprevotella tannerae"
"11062","ASV11056","Prevotella sp. HMT 942"
"11063","ASV11057","Enterococcus italicus"
"11064","ASV11058","Granulicatella adiacens"
"11065","ASV11059","Alloprevotella sp. HMT 473"
"11066","ASV11060","Lachnospiraceae [G-2] bacterium HMT 088"
"11067","ASV11061","Lachnospiraceae [G-2] bacterium HMT 096"
"11068","ASV11062","Granulicatella elegans"
"11069","ASV11063","Mycoplasma salivarium"
"11070","ASV11064","Prevotella saccharolytica"
"11071","ASV11065","Atopobium vaginae"
"11072","ASV11066","Fusobacterium nucleatum subsp. animalis"
"11073","ASV11067","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"11074","ASV11068","Prevotella melaninogenica"
"11075","ASV11069","Prevotella nanceiensis"
"11076","ASV11070","Lachnospiraceae [G-7] bacterium HMT 163"
"11077","ASV11071","Lachnoanaerobaculum orale"
"11078","ASV11072","Oribacterium sinus"
"11079","ASV11073","Bacteroidetes [G-5] bacterium HMT 505"
"11080","ASV11074","Saccharibacteria (TM7) [G-3] bacterium HMT 351"
"11081","ASV11075","Bacteroidetes [G-5] bacterium HMT 511"
"11082","ASV11076","Capnocytophaga leadbetteri"
"11083","ASV11077","Bacteroidetes [G-3] bacterium HMT 281"
"11084","ASV11078","Prevotella sp. HMT 472"
"11085","ASV11079","Capnocytophaga gingivalis"
"11086","ASV11080","Alloprevotella sp. HMT 914"
"11087","ASV11081","Peptostreptococcaceae [XI][G-1] [Eubacterium] sulci"
"11088","ASV11082","Corynebacterium durum"
"11089","ASV11083","Arachnia rubra"
"11090","ASV11084","Oribacterium sp. HMT 078"
"11091","ASV11085","Fusobacterium nucleatum subsp. vincentii"
"11092","ASV11086","Ruminococcaceae [G-1] bacterium HMT 075"
"11093","ASV11087","Granulicatella elegans"
"11094","ASV11088","Stenotrophomonas maltophilia"
"11095","ASV11089","Actinomyces sp. HMT 175"
"11096","ASV11090","Capnocytophaga leadbetteri"
"11097","ASV11091","Gemella sanguinis"
"11098","ASV11092","Gracilibacteria (GN02) [G-2] bacterium HMT 873"
"11099","ASV11093","Prevotella saccharolytica"
"11100","ASV11094","Parvimonas micra"
"11101","ASV11095","Abiotrophia defectiva"
"11102","ASV11096","Saccharibacteria (TM7) [G-3] bacterium HMT 351"
"11103","ASV11097","Bacteroidales [G-2] bacterium HMT 274"
"11104","ASV11098","Treponema sp. HMT 257"
"11105","ASV11099","Prevotella scopos"
"11106","ASV11100","Prevotella sp. HMT 472"
"11107","ASV11101","Alloprevotella sp. HMT 914"
"11108","ASV11102","Capnocytophaga sp. HMT 332"
"11109","ASV11103","Oribacterium parvum"
"11110","ASV11104","Cutibacterium acnes"
"11111","ASV11105","Cryptobacterium curtum"
"11112","ASV11106","Leptotrichia sp. HMT 215"
"11113","ASV11107","Fusobacterium periodonticum"
"11114","ASV11108","Acinetobacter sp. HMT 408"
"11115","ASV11109","Arthrospira platensis"
"11116","ASV11110","Bacteroidetes [G-5] bacterium HMT 511"
"11117","ASV11111","Actinomyces sp. HMT 175"
"11118","ASV11112","Prevotella sp. HMT 942"
"11119","ASV11113","Leptotrichia hofstadii"
"11120","ASV11114","Capnocytophaga sp. HMT 324"
"11121","ASV11115","Ruminococcaceae [G-1] bacterium HMT 075"
"11122","ASV11116","Actinomyces timonensis"
"11123","ASV11117","Fusobacterium nucleatum subsp. vincentii"
"11124","ASV11118","Fusobacterium sp. HMT 203"
"11125","ASV11119","Cardiobacterium hominis"
"11126","ASV11120","Ottowia sp. HMT 894"
"11127","ASV11121","Leptotrichia hofstadii"
"11128","ASV11122","Tannerella sp. HMT 808"
"11129","ASV11123","Johnsonella ignava"
"11130","ASV11124","Fretibacterium sp. HMT 361"
"11131","ASV11125","Veillonella parvula"
"11132","ASV11126","Cardiobacterium hominis"
"11133","ASV11127","Capnocytophaga sp. HMT 335"
"11134","ASV11128","Arachnia propionica"
"11135","ASV11129","Porphyromonas catoniae"
"11136","ASV11130","Alloprevotella tannerae"
"11137","ASV11131","Lachnoanaerobaculum umeaense"
"11138","ASV11132","Peptococcus sp. HMT 168"
"11139","ASV11133","Leptotrichia hongkongensis"
"11140","ASV11134","Leptotrichia sp. HMT 417"
"11141","ASV11135","Prevotella intermedia"
"11142","ASV11136","Prevotella intermedia"
"11143","ASV11137","Lachnoanaerobaculum saburreum"
"11144","ASV11138","Streptococcus sinensis"
"11145","ASV11139","Veillonellaceae [G-1] bacterium HMT 155"
"11146","ASV11140","Fusobacterium sp. HMT 203"
"11147","ASV11141","Alloprevotella sp. HMT 912"
"11148","ASV11142","Leptotrichia sp. HMT 417"
"11149","ASV11143","Aggregatibacter sp. HMT 513"
"11150","ASV11144","Neisseria flava"
"11151","ASV11145","Campylobacter rectus"
"11152","ASV11146","Streptococcus sanguinis"
"11153","ASV11147","Arachnia propionica"
"11154","ASV11148","Porphyromonas catoniae"
"11155","ASV11149","Peptidiphaga gingivicola"
"11156","ASV11150","Neisseria flava"
"11157","ASV11151","Bifidobacterium longum"
"11158","ASV11152","Selenomonas artemidis"
"11159","ASV11153","Abiotrophia defectiva"
"11160","ASV11154","Capnocytophaga leadbetteri"
"11161","ASV11155","Prevotella sp. HMT 315"
"11162","ASV11156","Prevotella maculosa"
"11163","ASV11157","Fusobacterium nucleatum subsp. vincentii"
"11164","ASV11158","Porphyromonas catoniae"
"11165","ASV11159","Anoxybacillus flavithermus"
"11166","ASV11160","Veillonella parvula"
"11167","ASV11161","Capnocytophaga sp. HMT 338"
"11168","ASV11162","Stomatobaculum sp. HMT 910"
"11169","ASV11163","Haemophilus parainfluenzae"
"11170","ASV11164","Prevotella sp. HMT 292"
"11171","ASV11165","Gemella sanguinis"
"11172","ASV11166","Lachnoanaerobaculum umeaense"
"11173","ASV11167","Fusobacterium sp. HMT 248"
"11174","ASV11168","Neisseria flava"
"11175","ASV11169","Gemella sanguinis"
"11176","ASV11170","Alloprevotella tannerae"
"11177","ASV11171","Alloprevotella tannerae"
"11178","ASV11172","Fusobacterium nucleatum subsp. vincentii"
"11179","ASV11173","Porphyromonas catoniae"
"11180","ASV11174","Haemophilus parainfluenzae"
"11181","ASV11175","Leptotrichia sp. HMT 225"
"11182","ASV11176","Fusobacterium periodonticum"
"11183","ASV11177","Oribacterium sinus"
"11184","ASV11178","Leptotrichia sp. HMT 212"
"11185","ASV11179","Lachnoanaerobaculum sp. HMT 089"
"11186","ASV11180","Johnsonella ignava"
"11187","ASV11181","Prevotella saccharolytica"
"11188","ASV11182","Rothia dentocariosa"
"11189","ASV11183","Kingella oralis"
"11190","ASV11184","Actinomyces gerencseriae"
"11191","ASV11185","Pseudomonas fluorescens"
"11192","ASV11186","Rothia dentocariosa"
"11193","ASV11187","Enterococcus italicus"
"11194","ASV11188","Haemophilus parainfluenzae"
"11195","ASV11189","Rothia mucilaginosa"
"11196","ASV11190","Prevotella maculosa"
"11197","ASV11191","Fusobacterium sp. HMT 203"
"11198","ASV11192","Cardiobacterium hominis"
"11199","ASV11193","Prevotella nanceiensis"
"11200","ASV11194","Leptotrichia sp. HMT 218"
"11201","ASV11195","Selenomonas artemidis"
"11202","ASV11196","Peptostreptococcaceae [XI][G-5] [Eubacterium] saphenum"
"11203","ASV11197","Streptococcus constellatus"
"11204","ASV11198","Lautropia mirabilis"
"11205","ASV11199","Leptotrichia buccalis"
"11206","ASV11199","Leptotrichia buccalis"
"11207","ASV11200","Streptococcus parasanguinis clade 411"
"11208","ASV11201","Sphingomonas echinoides"
"11209","ASV11202","Campylobacter gracilis"
"11210","ASV11203","Alloprevotella rava"
"11211","ASV11204","Selenomonas noxia"
"11212","ASV11205","Veillonella dispar"
"11213","ASV11206","Kocuria palustris"
"11214","ASV11207","Veillonella atypica"
"11215","ASV11208","Oribacterium sp. HMT 078"
